PASSENGERS,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,YEAR,MONTH
0.00,19.00,KAH,Kenmore Air Harbor,KAH,16233,YWH,11646,FBS,2023,2
0.00,29.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,15024,STT,11519,EIS,2023,1
0.00,29.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,15024,STT,11519,EIS,2023,2
0.00,29.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,15024,STT,11519,EIS,2023,3
0.00,54.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,15027,STX,11519,EIS,2023,1
0.00,54.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,15027,STX,11519,EIS,2023,2
0.00,54.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,15027,STX,11519,EIS,2023,3
0.00,63.00,2LQ,Tropic Ocean Airways LLC,2LQ,13746,NSB,13303,MIA,2023,2
0.00,63.00,AMQ,Ameristar Air Cargo,AMQ,10792,BUF,16078,YHM,2023,3
0.00,70.00,KAH,Kenmore Air Harbor,KAH,16233,YWH,12652,KEH,2023,3
0.00,73.00,KAH,Kenmore Air Harbor,KAH,14004,PAE,16263,YYJ,2023,3
0.00,82.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,16166,YQG,11042,CLE,2023,2
0.00,84.00,2LQ,Tropic Ocean Airways LLC,2LQ,11697,FLL,15860,WTD,2023,2
0.00,84.00,2LQ,Tropic Ocean Airways LLC,2LQ,15860,WTD,11697,FLL,2023,2
0.00,93.00,KAH,Kenmore Air Harbor,KAH,16263,YYJ,10559,BFI,2023,1
0.00,96.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,14843,SJU,11519,EIS,2023,1
0.00,96.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,14843,SJU,11519,EIS,2023,2
0.00,96.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,14843,SJU,11519,EIS,2023,3
0.00,108.00,KAH,Kenmore Air Harbor,KAH,12652,KEH,16229,YVR,2023,3
0.00,112.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,14843,SJU,13660,NGD,2023,2
0.00,114.00,KAH,Kenmore Air Harbor,KAH,12652,KEH,11215,CXH,2023,2
0.00,118.00,KLQ,Kalitta Charters II,KLQ,11042,CLE,16252,YXU,2023,1
0.00,122.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,16229,YVR,10559,BFI,2023,2
0.00,126.00,9K,Cape Air,9K,10444,AXA,15024,STT,2023,1
0.00,126.00,9K,Cape Air,9K,15024,STT,10444,AXA,2023,1
0.00,133.00,KLQ,Kalitta Charters II,KLQ,16091,YIP,16252,YXU,2023,1
0.00,142.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,16518,YCE,10792,BUF,2023,1
0.00,148.00,2LQ,Tropic Ocean Airways LLC,2LQ,11697,FLL,10916,CCZ,2023,2
0.00,165.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,13061,LRD,14886,SLW,2023,2
0.00,165.00,AMQ,Ameristar Air Cargo,AMQ,14886,SLW,13061,LRD,2023,2
0.00,165.00,KLQ,Kalitta Charters II,KLQ,13061,LRD,14886,SLW,2023,3
0.00,165.00,KLQ,Kalitta Charters II,KLQ,14886,SLW,13061,LRD,2023,1
0.00,165.00,KLQ,Kalitta Charters II,KLQ,14886,SLW,13061,LRD,2023,3
0.00,165.00,U7,USA Jet Airlines Inc.,U7,14886,SLW,13061,LRD,2023,1
0.00,167.00,GFQ,Gulf And Caribbean Cargo,GFQ,10732,BQN,14739,SDQ,2023,1
0.00,167.00,GFQ,Gulf And Caribbean Cargo,GFQ,10732,BQN,14739,SDQ,2023,2
0.00,167.00,GFQ,Gulf And Caribbean Cargo,GFQ,10732,BQN,14739,SDQ,2023,3
0.00,167.00,GFQ,Gulf And Caribbean Cargo,GFQ,14739,SDQ,10732,BQN,2023,1
0.00,167.00,GFQ,Gulf And Caribbean Cargo,GFQ,14739,SDQ,10732,BQN,2023,2
0.00,167.00,GFQ,Gulf And Caribbean Cargo,GFQ,14739,SDQ,10732,BQN,2023,3
0.00,170.00,2LQ,Tropic Ocean Airways LLC,2LQ,14027,PBI,14682,SAQ,2023,3
0.00,182.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11697,FLL,13605,NAS,2023,2
0.00,182.00,UA,United Air Lines Inc.,UA,11697,FLL,13605,NAS,2023,2
0.00,184.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,13303,MIA,13605,NAS,2023,3
0.00,184.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,13605,NAS,13303,MIA,2023,3
0.00,184.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13303,MIA,13605,NAS,2023,2
0.00,184.00,GCA,"Global Crossing Airlines, Inc.",GCA,13303,MIA,13605,NAS,2023,3
0.00,184.00,GCA,"Global Crossing Airlines, Inc.",GCA,13605,NAS,13303,MIA,2023,3
0.00,184.00,M6,Amerijet International,M6,13303,MIA,13605,NAS,2023,2
0.00,186.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13898,OPF,13605,NAS,2023,2
0.00,186.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,13898,OPF,13605,NAS,2023,1
0.00,186.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,13898,OPF,13605,NAS,2023,2
0.00,187.00,2LQ,Tropic Ocean Airways LLC,2LQ,13605,NAS,11827,FXE,2023,3
0.00,192.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,14843,SJU,15084,SXM,2023,1
0.00,192.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,14843,SJU,15084,SXM,2023,2
0.00,192.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,14843,SJU,15084,SXM,2023,3
0.00,192.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14843,SJU,15084,SXM,2023,1
0.00,194.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,14843,SJU,10444,AXA,2023,2
0.00,194.00,AMQ,Ameristar Air Cargo,AMQ,16078,YHM,16091,YIP,2023,3
0.00,194.00,KAH,Kenmore Air Harbor,KAH,14004,PAE,16115,YLW,2023,3
0.00,199.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13605,NAS,14027,PBI,2023,2
0.00,199.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,13605,NAS,14027,PBI,2023,1
0.00,199.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,14027,PBI,13605,NAS,2023,2
0.00,203.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13289,MHH,13898,OPF,2023,3
0.00,207.00,5X,United Parcel Service,5X,11637,FAR,16232,YWG,2023,1
0.00,207.00,5X,United Parcel Service,5X,11637,FAR,16232,YWG,2023,2
0.00,207.00,5X,United Parcel Service,5X,11637,FAR,16232,YWG,2023,3
0.00,207.00,FX,Federal Express Corporation,FX,11637,FAR,16232,YWG,2023,1
0.00,207.00,FX,Federal Express Corporation,FX,11637,FAR,16232,YWG,2023,2
0.00,207.00,FX,Federal Express Corporation,FX,11637,FAR,16232,YWG,2023,3
0.00,207.00,FX,Federal Express Corporation,FX,16232,YWG,11637,FAR,2023,1
0.00,207.00,FX,Federal Express Corporation,FX,16232,YWG,11637,FAR,2023,2
0.00,207.00,FX,Federal Express Corporation,FX,16232,YWG,11637,FAR,2023,3
0.00,214.00,KAH,Kenmore Air Harbor,KAH,16115,YLW,10559,BFI,2023,3
0.00,215.00,GFQ,Gulf And Caribbean Cargo,GFQ,11187,CUU,11540,ELP,2023,1
0.00,215.00,GFQ,Gulf And Caribbean Cargo,GFQ,11187,CUU,11540,ELP,2023,2
0.00,215.00,GFQ,Gulf And Caribbean Cargo,GFQ,11187,CUU,11540,ELP,2023,3
0.00,215.00,GFQ,Gulf And Caribbean Cargo,GFQ,11540,ELP,11187,CUU,2023,1
0.00,215.00,GFQ,Gulf And Caribbean Cargo,GFQ,11540,ELP,11187,CUU,2023,2
0.00,215.00,GFQ,Gulf And Caribbean Cargo,GFQ,11540,ELP,11187,CUU,2023,3
0.00,215.00,U7,USA Jet Airlines Inc.,U7,11540,ELP,11187,CUU,2023,3
0.00,220.00,2LQ,Tropic Ocean Airways LLC,2LQ,11534,ELH,11697,FLL,2023,2
0.00,220.00,2LQ,Tropic Ocean Airways LLC,2LQ,11534,ELH,11697,FLL,2023,3
0.00,223.00,2LQ,Tropic Ocean Airways LLC,2LQ,11697,FLL,12080,HBI,2023,2
0.00,224.00,FX,Federal Express Corporation,FX,10792,BUF,16149,YOW,2023,1
0.00,224.00,FX,Federal Express Corporation,FX,10792,BUF,16149,YOW,2023,2
0.00,224.00,FX,Federal Express Corporation,FX,10792,BUF,16149,YOW,2023,3
0.00,224.00,FX,Federal Express Corporation,FX,16149,YOW,10792,BUF,2023,1
0.00,224.00,FX,Federal Express Corporation,FX,16149,YOW,10792,BUF,2023,2
0.00,224.00,FX,Federal Express Corporation,FX,16149,YOW,10792,BUF,2023,3
0.00,228.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14027,PBI,11534,ELH,2023,1
0.00,230.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,14843,SJU,14849,SKB,2023,1
0.00,230.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14843,SJU,14849,SKB,2023,1
0.00,241.00,5X,United Parcel Service,5X,14843,SJU,14739,SDQ,2023,1
0.00,241.00,5X,United Parcel Service,5X,14843,SJU,14739,SDQ,2023,2
0.00,241.00,5X,United Parcel Service,5X,14843,SJU,14739,SDQ,2023,3
0.00,241.00,GCA,"Global Crossing Airlines, Inc.",GCA,14739,SDQ,14843,SJU,2023,1
0.00,241.00,KD,Western Global,KD,14843,SJU,14739,SDQ,2023,3
0.00,241.00,NC,Northern Air Cargo Inc.,NC,14843,SJU,14739,SDQ,2023,1
0.00,241.00,NC,Northern Air Cargo Inc.,NC,14843,SJU,14739,SDQ,2023,2
0.00,244.00,2LQ,Tropic Ocean Airways LLC,2LQ,11697,FLL,11910,GHB,2023,2
0.00,249.00,YX,Republic Airline,YX,16217,YUL,10529,BDL,2023,1
0.00,250.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,11910,GHB,13898,OPF,2023,2
0.00,272.00,2LQ,Tropic Ocean Airways LLC,2LQ,13605,NAS,11624,EYW,2023,3
0.00,278.00,AMQ,Ameristar Air Cargo,AMQ,16257,YYC,12003,GTF,2023,1
0.00,278.00,FX,Federal Express Corporation,FX,16257,YYC,12003,GTF,2023,1
0.00,278.00,FX,Federal Express Corporation,FX,16257,YYC,12003,GTF,2023,2
0.00,278.00,FX,Federal Express Corporation,FX,16257,YYC,12003,GTF,2023,3
0.00,280.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13605,NAS,10329,APF,2023,1
0.00,280.00,KLQ,Kalitta Charters II,KLQ,15317,TRC,13061,LRD,2023,3
0.00,280.00,L2,Lynden Air Cargo Airlines,L2,15317,TRC,13061,LRD,2023,3
0.00,290.00,2LQ,Tropic Ocean Airways LLC,2LQ,10329,APF,16845,BS3,2023,2
0.00,294.00,L2,Lynden Air Cargo Airlines,L2,11630,FAI,16141,YOC,2023,1
0.00,304.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,12197,HPN,16217,YUL,2023,1
0.00,305.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,11066,CMH,16271,YYZ,2023,1
0.00,308.00,M6,Amerijet International,M6,14843,SJU,15013,STI,2023,2
0.00,308.00,M6,Amerijet International,M6,14843,SJU,15013,STI,2023,3
0.00,319.00,2LQ,Tropic Ocean Airways LLC,2LQ,11907,GGT,11697,FLL,2023,3
0.00,319.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,16217,YUL,15167,TEB,2023,2
0.00,320.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11907,GGT,13898,OPF,2023,3
0.00,346.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,16271,YYZ,15167,TEB,2023,1
0.00,346.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,16271,YYZ,15167,TEB,2023,3
0.00,347.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14100,PHL,16271,YYZ,2023,2
0.00,347.00,X9,Omni Air International LLC,X9,10821,BWI,16271,YYZ,2023,1
0.00,347.00,X9,Omni Air International LLC,X9,16271,YYZ,10821,BWI,2023,2
0.00,369.00,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1YQ,14843,SJU,11372,DOM,2023,2
0.00,376.00,KLQ,Kalitta Charters II,KLQ,13061,LRD,14879,SLP,2023,3
0.00,376.00,KLQ,Kalitta Charters II,KLQ,14879,SLP,13061,LRD,2023,1
0.00,376.00,KLQ,Kalitta Charters II,KLQ,14879,SLP,13061,LRD,2023,3
0.00,376.00,L2,Lynden Air Cargo Airlines,L2,13061,LRD,14879,SLP,2023,1
0.00,377.00,ABX,ABX Air Inc,ABX,11193,CVG,16078,YHM,2023,2
0.00,377.00,ABX,ABX Air Inc,ABX,16078,YHM,11193,CVG,2023,3
0.00,395.00,5X,United Parcel Service,5X,13487,MSP,16232,YWG,2023,1
0.00,395.00,5X,United Parcel Service,5X,13487,MSP,16232,YWG,2023,2
0.00,395.00,5X,United Parcel Service,5X,13487,MSP,16232,YWG,2023,3
0.00,404.00,U7,USA Jet Airlines Inc.,U7,16477,QRO,10747,BRO,2023,2
0.00,405.00,AMQ,Ameristar Air Cargo,AMQ,11187,CUU,13061,LRD,2023,1
0.00,416.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,16271,YYZ,13296,MHT,2023,2
0.00,422.00,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1BQ,12391,ISP,16163,YQB,2023,1
0.00,430.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,16271,YYZ,10540,BED,2023,1
0.00,430.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,10540,BED,16271,YYZ,2023,2
0.00,440.00,FX,Federal Express Corporation,FX,12339,IND,16271,YYZ,2023,1
0.00,440.00,FX,Federal Express Corporation,FX,12339,IND,16271,YYZ,2023,2
0.00,440.00,FX,Federal Express Corporation,FX,12339,IND,16271,YYZ,2023,3
0.00,440.00,FX,Federal Express Corporation,FX,16271,YYZ,12339,IND,2023,1
0.00,440.00,FX,Federal Express Corporation,FX,16271,YYZ,12339,IND,2023,2
0.00,440.00,FX,Federal Express Corporation,FX,16271,YYZ,12339,IND,2023,3
0.00,440.00,GFQ,Gulf And Caribbean Cargo,GFQ,10210,AGU,13061,LRD,2023,2
0.00,440.00,L2,Lynden Air Cargo Airlines,L2,10210,AGU,13061,LRD,2023,2
0.00,446.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,16271,YYZ,10721,BOS,2023,1
0.00,453.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,16257,YYC,14747,SEA,2023,3
0.00,453.00,GCA,"Global Crossing Airlines, Inc.",GCA,11868,GCM,13303,MIA,2023,1
0.00,453.00,GCA,"Global Crossing Airlines, Inc.",GCA,13303,MIA,11868,GCM,2023,1
0.00,453.00,GFQ,Gulf And Caribbean Cargo,GFQ,11868,GCM,13303,MIA,2023,1
0.00,453.00,GFQ,Gulf And Caribbean Cargo,GFQ,11868,GCM,13303,MIA,2023,2
0.00,453.00,GFQ,Gulf And Caribbean Cargo,GFQ,11868,GCM,13303,MIA,2023,3
0.00,453.00,GFQ,Gulf And Caribbean Cargo,GFQ,13303,MIA,11868,GCM,2023,1
0.00,453.00,GFQ,Gulf And Caribbean Cargo,GFQ,13303,MIA,11868,GCM,2023,2
0.00,453.00,GFQ,Gulf And Caribbean Cargo,GFQ,13303,MIA,11868,GCM,2023,3
0.00,453.00,UA,United Air Lines Inc.,UA,14747,SEA,16257,YYC,2023,1
0.00,459.00,GCA,"Global Crossing Airlines, Inc.",GCA,10821,BWI,16217,YUL,2023,1
0.00,460.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11868,GCM,13898,OPF,2023,2
0.00,460.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11868,GCM,13898,OPF,2023,3
0.00,460.00,5X,United Parcel Service,5X,14730,SDF,16078,YHM,2023,1
0.00,460.00,5X,United Parcel Service,5X,14730,SDF,16078,YHM,2023,2
0.00,460.00,5X,United Parcel Service,5X,14730,SDF,16078,YHM,2023,3
0.00,460.00,5X,United Parcel Service,5X,16078,YHM,14730,SDF,2023,1
0.00,460.00,5X,United Parcel Service,5X,16078,YHM,14730,SDF,2023,2
0.00,460.00,5X,United Parcel Service,5X,16078,YHM,14730,SDF,2023,3
0.00,468.00,AMQ,Ameristar Air Cargo,AMQ,10638,BJX,13061,LRD,2023,2
0.00,468.00,AMQ,Ameristar Air Cargo,AMQ,13061,LRD,10638,BJX,2023,2
0.00,468.00,KLQ,Kalitta Charters II,KLQ,10638,BJX,13061,LRD,2023,1
0.00,468.00,KLQ,Kalitta Charters II,KLQ,10638,BJX,13061,LRD,2023,2
0.00,471.00,5X,United Parcel Service,5X,14512,RFD,16078,YHM,2023,1
0.00,473.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13180,MBJ,13501,MTH,2023,3
0.00,479.00,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,5V,16477,QRO,13061,LRD,2023,2
0.00,479.00,AMQ,Ameristar Air Cargo,AMQ,13061,LRD,16477,QRO,2023,3
0.00,479.00,AMQ,Ameristar Air Cargo,AMQ,16477,QRO,13061,LRD,2023,3
0.00,479.00,KLQ,Kalitta Charters II,KLQ,13061,LRD,16477,QRO,2023,3
0.00,479.00,KLQ,Kalitta Charters II,KLQ,16477,QRO,13061,LRD,2023,2
0.00,479.00,KLQ,Kalitta Charters II,KLQ,16477,QRO,13061,LRD,2023,3
0.00,479.00,L2,Lynden Air Cargo Airlines,L2,13061,LRD,16477,QRO,2023,3
0.00,479.00,L2,Lynden Air Cargo Airlines,L2,16477,QRO,13061,LRD,2023,1
0.00,479.00,L2,Lynden Air Cargo Airlines,L2,16477,QRO,13061,LRD,2023,3
0.00,479.00,U7,USA Jet Airlines Inc.,U7,16477,QRO,13061,LRD,2023,2
0.00,479.00,U7,USA Jet Airlines Inc.,U7,16477,QRO,13061,LRD,2023,3
0.00,486.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,12197,HPN,16166,YQG,2023,1
0.00,496.00,5X,United Parcel Service,5X,14730,SDF,16271,YYZ,2023,1
0.00,496.00,5X,United Parcel Service,5X,14730,SDF,16271,YYZ,2023,2
0.00,496.00,5X,United Parcel Service,5X,14730,SDF,16271,YYZ,2023,3
0.00,496.00,5X,United Parcel Service,5X,16271,YYZ,14730,SDF,2023,1
0.00,496.00,5X,United Parcel Service,5X,16271,YYZ,14730,SDF,2023,2
0.00,496.00,5X,United Parcel Service,5X,16271,YYZ,14730,SDF,2023,3
0.00,498.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,16083,YHU,12264,IAD,2023,1
0.00,505.00,UA,United Air Lines Inc.,UA,13256,MFE,11874,GDL,2023,2
0.00,515.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14027,PBI,11868,GCM,2023,1
0.00,517.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,15260,TMB,11032,CUN,2023,3
0.00,519.00,KLQ,Kalitta Charters II,KLQ,13303,MIA,13618,NBW,2023,3
0.00,519.00,KLQ,Kalitta Charters II,KLQ,13618,NBW,13303,MIA,2023,3
0.00,524.00,M6,Amerijet International,M6,11950,GND,14843,SJU,2023,3
0.00,524.00,NC,Northern Air Cargo Inc.,NC,13180,MBJ,13303,MIA,2023,1
0.00,524.00,NC,Northern Air Cargo Inc.,NC,13180,MBJ,13303,MIA,2023,2
0.00,524.00,NC,Northern Air Cargo Inc.,NC,13180,MBJ,13303,MIA,2023,3
0.00,524.00,NC,Northern Air Cargo Inc.,NC,13303,MIA,13180,MBJ,2023,1
0.00,524.00,NC,Northern Air Cargo Inc.,NC,13303,MIA,13180,MBJ,2023,2
0.00,524.00,NC,Northern Air Cargo Inc.,NC,13303,MIA,13180,MBJ,2023,3
0.00,530.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11433,DTW,16217,YUL,2023,2
0.00,531.00,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,11032,CUN,13303,MIA,2023,2
0.00,531.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13180,MBJ,13898,OPF,2023,1
0.00,531.00,GCA,"Global Crossing Airlines, Inc.",GCA,11032,CUN,13303,MIA,2023,3
0.00,531.00,GCA,"Global Crossing Airlines, Inc.",GCA,13303,MIA,11032,CUN,2023,2
0.00,531.00,PFQ,Asia Pacific,PFQ,12016,GUM,15994,YAP,2023,1
0.00,531.00,PFQ,Asia Pacific,PFQ,15994,YAP,12016,GUM,2023,1
0.00,531.00,UA,United Air Lines Inc.,UA,12016,GUM,15994,YAP,2023,3
0.00,531.00,UA,United Air Lines Inc.,UA,15994,YAP,12016,GUM,2023,3
0.00,536.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13898,OPF,11032,CUN,2023,2
0.00,536.00,L2,Lynden Air Cargo Airlines,L2,10299,ANC,16141,YOC,2023,1
0.00,536.00,L2,Lynden Air Cargo Airlines,L2,10299,ANC,16141,YOC,2023,2
0.00,536.00,L2,Lynden Air Cargo Airlines,L2,10299,ANC,16141,YOC,2023,3
0.00,537.00,AMQ,Ameristar Air Cargo,AMQ,16091,YIP,16217,YUL,2023,2
0.00,537.00,AMQ,Ameristar Air Cargo,AMQ,16217,YUL,16091,YIP,2023,1
0.00,537.00,AMQ,Ameristar Air Cargo,AMQ,16217,YUL,16091,YIP,2023,2
0.00,537.00,U7,USA Jet Airlines Inc.,U7,16091,YIP,16217,YUL,2023,2
0.00,540.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,11697,FLL,13180,MBJ,2023,2
0.00,541.00,AMQ,Ameristar Air Cargo,AMQ,11874,GDL,13061,LRD,2023,1
0.00,541.00,AMQ,Ameristar Air Cargo,AMQ,13061,LRD,11874,GDL,2023,1
0.00,541.00,KLQ,Kalitta Charters II,KLQ,11874,GDL,13061,LRD,2023,2
0.00,541.00,KLQ,Kalitta Charters II,KLQ,13061,LRD,11874,GDL,2023,2
0.00,541.00,U7,USA Jet Airlines Inc.,U7,11874,GDL,13061,LRD,2023,1
0.00,544.00,KLQ,Kalitta Charters II,KLQ,14886,SLW,11540,ELP,2023,3
0.00,547.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,10849,BZN,16096,YKA,2023,3
0.00,553.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,11827,FXE,11032,CUN,2023,1
0.00,556.00,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,11244,CZM,13303,MIA,2023,3
0.00,556.00,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",WL,13303,MIA,11244,CZM,2023,3
0.00,565.00,KLQ,Kalitta Charters II,KLQ,13061,LRD,15246,TLC,2023,2
0.00,565.00,KLQ,Kalitta Charters II,KLQ,15246,TLC,13061,LRD,2023,2
0.00,565.00,L2,Lynden Air Cargo Airlines,L2,13061,LRD,15246,TLC,2023,1
0.00,565.00,L2,Lynden Air Cargo Airlines,L2,15246,TLC,13061,LRD,2023,2
0.00,566.00,U7,USA Jet Airlines Inc.,U7,16252,YXU,15016,STL,2023,3
0.00,578.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14027,PBI,11032,CUN,2023,1
0.00,581.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,13898,OPF,14153,PLS,2023,2
0.00,581.00,AMQ,Ameristar Air Cargo,AMQ,14022,PBC,13061,LRD,2023,2
0.00,581.00,GFQ,Gulf And Caribbean Cargo,GFQ,14022,PBC,13061,LRD,2023,1
0.00,581.00,KLQ,Kalitta Charters II,KLQ,14022,PBC,13061,LRD,2023,1
0.00,581.00,KLQ,Kalitta Charters II,KLQ,14022,PBC,13061,LRD,2023,3
0.00,581.00,L2,Lynden Air Cargo Airlines,L2,13061,LRD,14022,PBC,2023,1
0.00,581.00,L2,Lynden Air Cargo Airlines,L2,14022,PBC,13061,LRD,2023,1
0.00,581.00,L2,Lynden Air Cargo Airlines,L2,14022,PBC,13061,LRD,2023,3
0.00,581.00,LF,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,LF,14153,PLS,13898,OPF,2023,1
0.00,584.00,AMQ,Ameristar Air Cargo,AMQ,11996,GSP,16078,YHM,2023,3
0.00,586.00,KLQ,Kalitta Charters II,KLQ,12693,KIN,13303,MIA,2023,1
0.00,586.00,KLQ,Kalitta Charters II,KLQ,12693,KIN,13303,MIA,2023,2
0.00,586.00,KLQ,Kalitta Charters II,KLQ,12693,KIN,13303,MIA,2023,3
0.00,586.00,KLQ,Kalitta Charters II,KLQ,13303,MIA,12693,KIN,2023,1
0.00,586.00,KLQ,Kalitta Charters II,KLQ,13303,MIA,12693,KIN,2023,2
0.00,586.00,KLQ,Kalitta Charters II,KLQ,13303,MIA,12693,KIN,2023,3
0.00,586.00,M6,Amerijet International,M6,12693,KIN,13303,MIA,2023,1
0.00,586.00,M6,Amerijet International,M6,12693,KIN,13303,MIA,2023,2
0.00,586.00,M6,Amerijet International,M6,12693,KIN,13303,MIA,2023,3
0.00,586.00,M6,Amerijet International,M6,13303,MIA,12693,KIN,2023,1
0.00,586.00,M6,Amerijet International,M6,13303,MIA,12693,KIN,2023,2
0.00,586.00,M6,Amerijet International,M6,13303,MIA,12693,KIN,2023,3
0.00,586.00,NC,Northern Air Cargo Inc.,NC,12693,KIN,13303,MIA,2023,1
0.00,586.00,NC,Northern Air Cargo Inc.,NC,12693,KIN,13303,MIA,2023,2
0.00,586.00,NC,Northern Air Cargo Inc.,NC,12693,KIN,13303,MIA,2023,3
0.00,586.00,NC,Northern Air Cargo Inc.,NC,13303,MIA,12693,KIN,2023,1
0.00,586.00,NC,Northern Air Cargo Inc.,NC,13303,MIA,12693,KIN,2023,2
0.00,586.00,NC,Northern Air Cargo Inc.,NC,13303,MIA,12693,KIN,2023,3
0.00,588.00,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,14153,PLS,10519,BCT,2023,3
0.00,593.00,KAQ,Kalitta Air LLC,KAQ,12478,JFK,16171,YQM,2023,3
